SamplingRound,SamplingYear,Protocol_Name,Park,Plot,SamplingType,Panel_type,Location_status,Habitat,Transect,TransectLength_m,SampledTransectLength_m,Sampled,Accepted_LatinName,VegType,Diameter_cm,Status,SitePair,Northing,Easting
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Acer saccharum,Tree,5.7,Live,1002 - 2,5204491.400310000404716,667459.445318000041880
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Acer saccharum,Tree,5.1,Live,1002 - 2,5204491.400310000404716,667459.445318000041880
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Acer saccharum,Tree,18.1,Live,1002 - 2,5204491.400310000404716,667459.445318000041880
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Acer saccharum,Tree,4.6,Live,1002 - 2,5204491.400310000404716,667459.445318000041880
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,2.9,Live,1002 - 1,5204542.286690000444651,667456.848694000043906
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,2.5,Live,1002 - 1,5204542.286690000444651,667456.848694000043906
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,5.8,Live,1002 - 1,5204542.286690000444651,667456.848694000043906
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,5.5,Live,1002 - 1,5204542.286690000444651,667456.848694000043906
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,2.8,Live,1002 - 1,5204542.286690000444651,667456.848694000043906
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,3.7,Live,1002 - 1,5204542.286690000444651,667456.848694000043906
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,3.1,Live,1002 - 1,5204542.286690000444651,667456.848694000043906
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,3.3,Live,1002 - 1,5204542.286690000444651,667456.848694000043906
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,2.5,Live,1002 - 1,5204542.286690000444651,667456.848694000043906
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,2.8,Live,1002 - 1,5204542.286690000444651,667456.848694000043906
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,2.9,Live,1002 - 1,5204542.286690000444651,667456.848694000043906
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,5.6,Dead,1002 - 1,5204542.286690000444651,667456.848694000043906
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,2.5,Live,1002 - 1,5204542.286690000444651,667456.848694000043906
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,3.5,Live,1002 - 1,5204542.286690000444651,667456.848694000043906
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,2.9,Live,1002 - 1,5204542.286690000444651,667456.848694000043906
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,3.9,Live,1002 - 1,5204542.286690000444651,667456.848694000043906
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,2.8,Live,1002 - 1,5204542.286690000444651,667456.848694000043906
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,6.1,Live,1002 - 1,5204542.286690000444651,667456.848694000043906
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,2.5,Live,1002 - 1,5204542.286690000444651,667456.848694000043906
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Acer spicatum,Tree,2.6,Live,1002 - 1,5204542.286690000444651,667456.848694000043906
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,3,50,50,Sampled with Data,Acer spicatum,Tree,3.2,Live,1002 - 3,5204445.461470000445843,667461.475555000011809
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,3,50,50,Sampled with Data,Acer spicatum,Tree,2.7,Live,1002 - 3,5204445.461470000445843,667461.475555000011809
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,3,50,50,Sampled with Data,Acer spicatum,Tree,7.2,Live,1002 - 3,5204445.461470000445843,667461.475555000011809
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,3,50,50,Sampled with Data,Acer spicatum,Tree,3.2,Live,1002 - 3,5204445.461470000445843,667461.475555000011809
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,3,50,50,Sampled with Data,Acer spicatum,Tree,5.1,Dead,1002 - 3,5204445.461470000445843,667461.475555000011809
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,3,50,50,Sampled with Data,Acer spicatum,Tree,2.6,Live,1002 - 3,5204445.461470000445843,667461.475555000011809
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,3,50,50,Sampled with Data,Acer spicatum,Tree,4.7,Live,1002 - 3,5204445.461470000445843,667461.475555000011809
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,3,50,50,Sampled with Data,Acer spicatum,Tree,3.7,Dead,1002 - 3,5204445.461470000445843,667461.475555000011809
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,3,50,50,Sampled with Data,Acer spicatum,Tree,3.5,Live,1002 - 3,5204445.461470000445843,667461.475555000011809
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,3,50,50,Sampled with Data,Acer spicatum,Tree,4.5,Live,1002 - 3,5204445.461470000445843,667461.475555000011809
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,3,50,50,Sampled with Data,Acer spicatum,Tree,4.7,Dead,1002 - 3,5204445.461470000445843,667461.475555000011809
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,3,50,50,Sampled with Data,Acer spicatum,Tree,2.5,Live,1002 - 3,5204445.461470000445843,667461.475555000011809
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,3,50,50,Sampled with Data,Acer spicatum,Tree,3.2,Dead,1002 - 3,5204445.461470000445843,667461.475555000011809
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,3,50,50,Sampled with Data,Acer spicatum,Tree,3.2,Live,1002 - 3,5204445.461470000445843,667461.475555000011809
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,3,50,50,Sampled with Data,Acer spicatum,Tree,3.5,Live,1002 - 3,5204445.461470000445843,667461.475555000011809
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Acer spicatum,Tree,4,Live,1002 - 2,5204491.400310000404716,667459.445318000041880
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Acer spicatum,Tree,3.6,Live,1002 - 2,5204491.400310000404716,667459.445318000041880
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Acer spicatum,Tree,2.9,Live,1002 - 2,5204491.400310000404716,667459.445318000041880
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Acer spicatum,Tree,2.7,Live,1002 - 2,5204491.400310000404716,667459.445318000041880
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Acer spicatum,Tree,4.8,Live,1002 - 2,5204491.400310000404716,667459.445318000041880
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Acer spicatum,Tree,4,Dead,1002 - 2,5204491.400310000404716,667459.445318000041880
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Acer spicatum,Tree,3.8,Live,1002 - 2,5204491.400310000404716,667459.445318000041880
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Acer spicatum,Tree,3.4,Live,1002 - 2,5204491.400310000404716,667459.445318000041880
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Acer spicatum,Tree,3.8,Live,1002 - 2,5204491.400310000404716,667459.445318000041880
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Acer spicatum,Tree,2.5,Live,1002 - 2,5204491.400310000404716,667459.445318000041880
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Acer spicatum,Tree,3.1,Live,1002 - 2,5204491.400310000404716,667459.445318000041880
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Acer spicatum,Tree,3.7,Dead,1002 - 2,5204491.400310000404716,667459.445318000041880
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Acer spicatum,Tree,3.6,Live,1002 - 2,5204491.400310000404716,667459.445318000041880
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Acer spicatum,Tree,5.8,Live,1002 - 2,5204491.400310000404716,667459.445318000041880
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Acer spicatum,Tree,3.4,Live,1002 - 2,5204491.400310000404716,667459.445318000041880
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Acer spicatum,Tree,3.9,Live,1002 - 2,5204491.400310000404716,667459.445318000041880
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Acer spicatum,Tree,3.7,Live,1002 - 2,5204491.400310000404716,667459.445318000041880
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Acer spicatum,Tree,2.5,Live,1002 - 2,5204491.400310000404716,667459.445318000041880
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Acer spicatum,Tree,4.2,Live,1002 - 2,5204491.400310000404716,667459.445318000041880
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Acer spicatum,Tree,5.6,Dead,1002 - 2,5204491.400310000404716,667459.445318000041880
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Acer spicatum,Tree,2.5,Live,1002 - 2,5204491.400310000404716,667459.445318000041880
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Acer spicatum,Tree,2.5,Live,1002 - 2,5204491.400310000404716,667459.445318000041880
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Acer spicatum,Tree,2.7,Live,1002 - 2,5204491.400310000404716,667459.445318000041880
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Acer spicatum,Tree,4.8,Live,1002 - 2,5204491.400310000404716,667459.445318000041880
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Acer spicatum,Tree,4.3,Live,1002 - 2,5204491.400310000404716,667459.445318000041880
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Acer spicatum,Tree,3.3,Live,1002 - 2,5204491.400310000404716,667459.445318000041880
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Acer spicatum,Tree,2.6,Live,1002 - 2,5204491.400310000404716,667459.445318000041880
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Acer spicatum,Tree,6.8,Dead,1002 - 2,5204491.400310000404716,667459.445318000041880
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Acer spicatum,Tree,2.5,Live,1002 - 2,5204491.400310000404716,667459.445318000041880
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Acer spicatum,Tree,3.5,Live,1002 - 2,5204491.400310000404716,667459.445318000041880
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Betula alleghaniensis,Tree,26.1,Live,1002 - 1,5204542.286690000444651,667456.848694000043906
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Betula alleghaniensis,Tree,28.8,Live,1002 - 2,5204491.400310000404716,667459.445318000041880
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Betula alleghaniensis,Tree,3.4,Live,1002 - 2,5204491.400310000404716,667459.445318000041880
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Betula alleghaniensis,Tree,7.6,Live,1002 - 2,5204491.400310000404716,667459.445318000041880
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Betula alleghaniensis,Tree,24.2,Live,1002 - 2,5204491.400310000404716,667459.445318000041880
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Thuja occidentalis,Tree,31.8,Live,1002 - 1,5204542.286690000444651,667456.848694000043906
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Thuja occidentalis,Tree,24.1,Live,1002 - 1,5204542.286690000444651,667456.848694000043906
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,1,50,50,Sampled with Data,Thuja occidentalis,Tree,9.1,Live,1002 - 1,5204542.286690000444651,667456.848694000043906
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,3,50,50,Sampled with Data,Thuja occidentalis,Tree,45.6,Live,1002 - 3,5204445.461470000445843,667461.475555000011809
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Thuja occidentalis,Tree,5.7,Live,1002 - 2,5204491.400310000404716,667459.445318000041880
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Thuja occidentalis,Tree,9.8,Live,1002 - 2,5204491.400310000404716,667459.445318000041880
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Thuja occidentalis,Tree,10.1,Live,1002 - 2,5204491.400310000404716,667459.445318000041880
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Thuja occidentalis,Tree,7,Live,1002 - 2,5204491.400310000404716,667459.445318000041880
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Thuja occidentalis,Tree,22.4,Live,1002 - 2,5204491.400310000404716,667459.445318000041880
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Thuja occidentalis,Tree,10.5,Live,1002 - 2,5204491.400310000404716,667459.445318000041880
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Thuja occidentalis,Tree,6.7,Live,1002 - 2,5204491.400310000404716,667459.445318000041880
Round_2,2021,GLKN_VegMon2.0,APIS,1002,Standard,Alternating,Active,Cedar,2,50,50,Sampled with Data,Tilia americana,Tree,68.1,Dead,1002 - 2,5204491.400310000404716,667459.445318000041880
Round_2,2021,GLKN_VegMon2.0,APIS,1003,Standard,Alternating,Active,Aspen-birch,3,50,50,Sampled with Data,Abies balsamea,Tree,3.9,Live,1003 - 3,5200381.903319999575615,685011.350402000010945
Round_2,2021,GLKN_VegMon2.0,APIS,1003,Standard,Alternating,Active,Aspen-birch,3,50,50,Sampled with Data,Abies balsamea,Tree,4,Live,1003 - 3,5200381.903319999575615,685011.350402000010945
Round_2,2021,GLKN_VegMon2.0,APIS,1003,Standard,Alternating,Active,Aspen-birch,3,50,50,Sampled with Data,Abies balsamea,Tree,10,Live,1003 - 3,5200381.903319999575615,685011.350402000010945
Round_2,2021,GLKN_VegMon2.0,APIS,1003,Standard,Alternating,Active,Aspen-birch,3,50,50,Sampled with Data,Abies balsamea,Tree,10.3,Live,1003 - 3,5200381.903319999575615,685011.350402000010945
Round_2,2021,GLKN_VegMon2.0,APIS,1003,Standard,Alternating,Active,Aspen-birch,3,50,50,Sampled with Data,Abies balsamea,Tree,6.6,Live,1003 - 3,5200381.903319999575615,685011.350402000010945
Round_2,2021,GLKN_VegMon2.0,APIS,1003,Standard,Alternating,Active,Aspen-birch,3,50,50,Sampled with Data,Abies balsamea,Tree,3.2,Live,1003 - 3,5200381.903319999575615,685011.350402000010945
Round_2,2021,GLKN_VegMon2.0,APIS,1003,Standard,Alternating,Active,Aspen-birch,3,50,50,Sampled with Data,Abies balsamea,Tree,13.1,Live,1003 - 3,5200381.903319999575615,685011.350402000010945
Round_2,2021,GLKN_VegMon2.0,APIS,1003,Standard,Alternating,Active,Aspen-birch,3,50,50,Sampled with Data,Abies balsamea,Tree,12.2,Live,1003 - 3,5200381.903319999575615,685011.350402000010945
Round_2,2021,GLKN_VegMon2.0,APIS,1003,Standard,Alternating,Active,Aspen-birch,1,50,50,Sampled with Data,Abies balsamea,Tree,12,Live,1003 - 1,5200479.971040000207722,685005.398190999985673
Round_2,2021,GLKN_VegMon2.0,APIS,1003,Standard,Alternating,Active,Aspen-birch,1,50,50,Sampled with Data,Abies balsamea,Tree,12.7,Live,1003 - 1,5200479.971040000207722,685005.398190999985673
Round_2,2021,GLKN_VegMon2.0,APIS,1003,Standard,Alternating,Active,Aspen-birch,1,50,50,Sampled with Data,Abies balsamea,Tree,2.8,Live,1003 - 1,5200479.971040000207722,685005.398190999985673
Round_2,2021,GLKN_VegMon2.0,APIS,1003,Standard,Alternating,Active,Aspen-birch,1,50,50,Sampled with Data,Abies balsamea,Tree,4.2,Live,1003 - 1,5200479.971040000207722,685005.398190999985673
Round_2,2021,GLKN_VegMon2.0,APIS,1003,Standard,Alternating,Active,Aspen-birch,1,50,50,Sampled with Data,Abies balsamea,Tree,12.4,Live,1003 - 1,5200479.971040000207722,685005.398190999985673
Round_2,2021,GLKN_VegMon2.0,APIS,1003,Standard,Alternating,Active,Aspen-birch,1,50,50,Sampled with Data,Abies balsamea,Tree,8.4,Live,1003 - 1,5200479.971040000207722,685005.398190999985673
Round_2,2021,GLKN_VegMon2.0,APIS,1003,Standard,Alternating,Active,Aspen-birch,1,50,50,Sampled with Data,Abies balsamea,Tree,4.7,Live,1003 - 1,5200479.971040000207722,685005.398190999985673
Round_2,2021,GLKN_VegMon2.0,APIS,1003,Standard,Alternating,Active,Aspen-birch,1,50,50,Sampled with Data,Abies balsamea,Tree,6.2,Live,1003 - 1,5200479.971040000207722,685005.398190999985673
